4119569.63686,550575.624674
4119569.91901,550576.082852
4119570.18881,550576.517149
4119570.49071,550577.000345
4119570.78068,550577.467496
4119571.05419,550577.904432
4119571.35688,550578.365886
4119571.66517,550578.86531
4119571.942,550579.300008
4119572.21799,550579.74935
4119572.4954,550580.218202
4119572.78124,550580.706375
4119573.07749,550581.203061
4119573.38646,550581.72407
4119573.69983,550582.269894
4119573.95808,550582.720082
4119574.21732,550583.181502
4119574.48924,550583.659999
4119574.83628,550584.270978
4119575.12239,550584.771866
4119575.41208,550585.284561
4119575.70462,550585.811435
4119576.00052,550586.341394
4119576.38104,550587.014425
4119576.69072,550587.561454
4119576.99598,550588.111762
4119577.30419,550588.660426
4119577.61172,550589.219149
4119577.91903,550589.771959
4119578.22505,550590.324776
4119578.52557,550590.884873
4119578.83676,550591.437067
4119579.13798,550591.99228
4119579.44034,550592.551182
4119579.74708,550593.102072
4119580.04794,550593.658026
4119580.3477,550594.215612
4119580.65352,550594.766804
4119580.95417,550595.317731
4119581.26076,550595.873207
4119581.55992,550596.423403
4119581.86129,550596.972699
4119582.16418,550597.528493
4119582.47166,550598.078195
4119582.77677,550598.632496
4119583.07876,550599.19214
4119583.3842,550599.741707
4119583.68871,550600.289505
4119583.99014,550600.849003
4119584.29819,550601.401068
4119584.60496,550601.955507
4119584.91303,550602.511712
4119585.2207,550603.062005
4119585.53116,550603.616274
4119585.83387,550604.17118
4119586.14096,550604.718815
4119586.45251,550605.268197
4119586.75573,550605.817925
4119587.05691,550606.365003
4119587.36601,550606.907894
4119587.67771,550607.452543
4119587.97719,550607.992682
4119588.28736,550608.529651
4119588.58406,550609.070102
4119588.88442,550609.604321
4119589.19123,550610.134804
4119589.49084,550610.666809
4119589.78854,550611.190544
4119590.08791,550611.713383
4119590.37874,550612.230506
4119590.66827,550612.74808
4119590.96427,550613.264137
4119591.25395,550613.77476
4119591.54749,550614.282255
4119591.83381,550614.788462
4119592.11901,550615.292015
4119592.40438,550615.792757
4119592.69396,550616.286968
4119592.96987,550616.783478
4119593.24833,550617.274502
4119593.52415,550617.755487
4119593.79962,550618.23958
4119594.0684,550618.719572
4119594.33216,550619.193975
4119594.66131,550619.780513
4119594.90931,550620.248209
4119595.14437,550620.716427
4119595.35222,550621.179781
4119595.58125,550621.751396
4119595.74639,550622.306539
4119595.88101,550622.829925
4119595.97682,550623.326781
4119596.04545,550623.884723
4119596.0686,550624.412182
4119596.06946,550624.953527
4119596.0411,550625.494014
4119595.97488,550626.043304
4119595.87617,550626.600628
4119595.71639,550627.241866
4119595.53406,550627.791265
4119595.32511,550628.343042
4119595.02107,550628.977016
4119594.76671,550629.418313
4119594.48456,550629.851348
4119594.18728,550630.287432
4119593.79352,550630.793301
4119593.43875,550631.202819
4119593.0573,550631.602887
4119592.65266,550631.990525
4119592.22038,550632.363396
4119591.76156,550632.719569
4119591.27841,550633.058735
4119590.77081,550633.359455
4119590.24476,550633.63648
4119589.69536,550633.874016
4119589.14146,550634.070028
4119588.57707,550634.21494
4119588.01116,550634.319788
4119587.44791,550634.377303
4119586.89514,550634.392759
4119586.34304,550634.365329
4119585.79291,550634.298849
4119585.25176,550634.187511
4119584.71407,550634.035635
4119584.18407,550633.841127
4119583.66064,550633.601923
4119583.14566,550633.322594
4119582.6399,550633.00713
4119582.13962,550632.651856
4119581.64909,550632.257042
4119581.26922,550631.906662
4119580.89734,550631.53213
4119580.53708,550631.122779
4119580.18447,550630.692828
4119579.84186,550630.2362
4119579.50889,550629.752306
4119579.18005,550629.247537
4119578.85291,550628.718508
4119578.53689,550628.164125
4119578.22906,550627.585886
4119578.0026,550627.135065
4119577.76947,550626.680439
4119577.52999,550626.215352
4119577.28702,550625.753096
4119577.03417,550625.279365
4119576.59868,550624.474619
4119576.33764,550623.99177
4119576.07508,550623.501537
4119575.81765,550623.0024
4119575.55561,550622.507431
4119575.28652,550622.006443
4119574.84341,550621.164479
4119574.58184,550620.655312
4119574.3184,550620.140537
4119574.05715,550619.622053
4119573.78925,550619.105086
4119573.52247,550618.590184
4119573.0796,550617.726334
4119572.81187,550617.207
4119572.54303,550616.686491
4119572.27526,550616.159912
4119572.00898,550615.635987
4119571.73695,550615.107807
4119571.28323,550614.223764
4119571.01173,550613.69144
4119570.73708,550613.159136
4119570.46365,550612.614699
4119570.1853,550612.08153
4119569.90689,550611.537714
4119569.4301,550610.63015
4119569.13908,550610.079904
4119568.84913,550609.525659
4119568.55917,550608.967422
4119568.25905,550608.411611
4119567.96057,550607.850911
4119567.45494,550606.91439
4119567.15347,550606.34942
4119566.84604,550605.776205
4119566.53712,550605.202999
4119566.23263,550604.627695
4119565.92144,550604.044743
4119565.40305,550603.076211
4119565.08609,550602.486787
4119564.76822,550601.900622
4119564.45069,550601.308983
4119564.13312,550600.710987
4119563.81411,550600.118765
4119563.28045,550599.131841
4119562.95828,550598.537864
4119562.63129,550597.942438
4119562.30689,550597.345665
4119561.9842,550596.756571
4119561.66078,550596.169995
4119561.1243,550595.205415
4119560.80505,550594.636706
4119560.48712,550594.07006
4119560.17573,550593.515203
4119559.86365,550592.969667
4119559.55018,550592.438482
4119559.03193,550591.583955
4119558.72201,550591.089125
4119558.40177,550590.600716
4119558.07715,550590.120761
4119557.73834,550589.649468
4119557.38851,550589.191402
4119556.77812,550588.451438
4119556.3987,550588.022236
4119556.00844,550587.603156
4119555.60416,550587.191848
4119555.19715,550586.786916
4119554.77027,550586.397482
4119554.04017,550585.768549
4119553.59314,550585.411176
4119553.12811,550585.074908
4119552.65912,550584.755079
4119552.16993,550584.458734
4119551.6748,550584.189929
4119550.83475,550583.78642
4119550.32293,550583.57154
4119549.80268,550583.398706
4119549.30234,550583.24675
4119548.78507,550583.109387
4119548.27785,550583.013219
4119547.42497,550582.904492
4119546.92031,550582.863908
4119546.39283,550582.842094
4119545.88658,550582.845289
4119545.22548,550582.8957
4119544.58001,550582.993778
4119543.94631,550583.111305
4119543.34045,550583.277462
4119542.73566,550583.467715
4119542.15591,550583.700256
4119541.59325,550583.94763
4119541.04602,550584.238088
4119540.52396,550584.564476
4119540.03514,550584.912844
4119539.57478,550585.290023
4119539.14776,550585.708849
4119538.75451,550586.144921
4119538.39653,550586.605327
4119538.06656,550587.080499
4119537.77303,550587.58754
4119537.52153,550588.106305
4119537.31022,550588.633257
4119537.13454,550589.183506
4119537.01417,550589.736231
4119536.94422,550590.310834
4119536.90902,550590.883157
4119536.9118,550591.466934
4119536.96057,550592.043483
4119537.05978,550592.612631
4119537.19617,550593.184956
4119537.36605,550593.761368
4119537.57286,550594.328094
4119537.8148,550594.894904
4119538.06863,550595.471401
4119538.32963,550596.071072
4119538.53762,550596.526444
4119538.75026,550596.986815
4119538.98398,550597.44839
4119539.22237,550597.91674
4119539.47164,550598.3797
4119539.72822,550598.860657
4119539.99719,550599.34006
4119540.2673,550599.825519
4119540.55057,550600.317257
